question_id,image_id,question,answer,label,question_length
244111017,244111,is the clock old?,yes,1,4
447787007,447787,is this dish considered a casserole?,no,0,6
250758013,250758,are these animals running free?,no,0,5
304186013,304186,is this a crowded place?,no,0,5
424880002,424880,is that a whole pie of cake?,no,0,7
399744000,399744,is this a family gathering?,no,0,5
12085000,12085,do all the pillows have the same design on them?,no,0,10
175942008,175942,does the driver need to stop?,no,0,6
250608005,250608,is this a double decker bus?,no,0,6
198635013,198635,is this a healthy breakfast?,yes,1,5
261155000,261155,is this a clear day?,no,0,5
490022038,490022,do all the people have the same color hair?,no,0,9
254491001,254491,is the bike secured?,no,0,4
187187012,187187,is the man a computer expert?,yes,1,6
565853010,565853,is this person sleeping?,no,0,4
289630001,289630,is the train in motion?,no,0,5
208748012,208748,is there homemade food on the table?,no,0,7
478009002,478009,is it ok to take a bath now?,yes,1,8
351489021,351489,is the woman looking out the window?,no,0,7
242363033,242363,is this washroom in good shape?,yes,1,6
103851008,103851,is there graffiti on the wall?,no,0,6
120747009,120747,is it night time?,no,0,4
289992007,289992,is there toothpaste?,no,0,3
10219023,10219,has the dog been trained?,yes,1,5
447233000,447233,is there an egg on the toast?,yes,1,7
142856000,142856,are there olives on this pizza?,no,0,6
143458006,143458,is he playing video games?,no,0,5
142774014,142774,can you really cut loose with this vehicle?,no,0,8
399744022,399744,is there more than one person in the picture?,yes,1,9
296208003,296208,is the cup empty?,no,0,4
199050003,199050,is the picture black and white?,yes,1,6
273967001,273967,is this person in water?,yes,1,5
205513002,205513,is the food in a bowl?,yes,1,6
170605008,170605,is the plan functioning correctly?,yes,1,5
474906054,474906,is there a red car?,no,0,5
242363008,242363,is there a rug on the floor?,no,0,7
353595004,353595,is he almost finished with his drink?,yes,1,7
522703001,522703,is there cheese on this pizza?,yes,1,6
133386012,133386,is the man doing a trick on his skateboard?,yes,1,9
447553010,447553,is someone taking a picture?,yes,1,5
356863009,356863,is it chilly outside?,no,0,4
399744023,399744,is the man's face in the background in focus?,yes,1,9
417085004,417085,are these wild cows?,no,0,4
551974048,551974,is the woman dancing?,no,0,4
459034000,459034,is this man dressed for a formal occasion?,no,0,8
142774048,142774,is this a tour bus?,yes,1,5
365182002,365182,are the buildings the same color?,no,0,6
262386018,262386,is the floor dirty?,no,0,4
383594002,383594,are there pickles?,yes,1,3
249277001,249277,is it sunny?,no,0,3
113251008,113251,is this city street covered in snow?,no,0,7
265372004,265372,is the boat on water?,yes,1,5
359492001,359492,are there many big rocks in the sea?,yes,1,8
306247004,306247,does the man have facial hair on his chin?,no,0,9
347753009,347753,is there a shower curtain?,no,0,5
270001000,270001,are there bananas in the photo?,no,0,6
427870000,427870,is the photo taken with the camera pointing up?,yes,1,9
432898002,432898,is there a forest behind them?,no,0,6
323888004,323888,does the building have a brick front?,yes,1,7
108129015,108129,is there a flowering tree in the scene?,yes,1,8
565853024,565853,was this taken from outside of the train?,no,0,8
521282029,521282,is this a fancy vase?,no,0,5
474906001,474906,is it foggy?,yes,1,3
490022018,490022,are they both wearing helmets?,no,0,5
452201008,452201,did he just hit the ball?,no,0,6
565853012,565853,is anybody watching the television?,yes,1,5
147404004,147404,are there clouds on the sky?,no,0,6
521282047,521282,is there a mirror in this picture?,no,0,7
91402001,91402,are there waves in the ocean?,yes,1,6
22874004,22874,is this a big dog?,yes,1,5
65113002,65113,was this taken outside?,yes,1,4
214492001,214492,are these men wearing the same styled tie?,no,0,8
242363068,242363,is this a hotel bathroom?,no,0,5
322261025,322261,is the baby wearing shoes?,yes,1,5
356863028,356863,are there more than one kite flying?,yes,1,7
458932000,458932,is there a mountain in the background?,no,0,7
94194004,94194,is there wine?,no,0,3
142774007,142774,is it sunny day?,no,0,4
482436003,482436,is he alone?,no,0,3
428856003,428856,does it look cloudy in the background?,no,0,7
146813016,146813,are there sheets on the bed?,yes,1,6
205531025,205531,is there a goat in the window?,no,0,7
222370046,222370,is the pavement overcrowded?,no,0,4
145523011,145523,is the toilet seat up?,no,0,5
447553024,447553,are the people sitting on a beach?,no,0,7
415770004,415770,is the woman wearing a hat?,no,0,6
412975015,412975,is the woman in this photo in shape?,yes,1,8
222370036,222370,is there a lot of pigeons in this picture?,no,0,9
490022008,490022,is there someone skateboarding?,no,0,4
573993007,573993,are the tiles on the wall and floor the same?,no,0,10
108129022,108129,are those tulips?,no,0,3
297314014,297314,are these players on the same team?,yes,1,7
154520040,154520,are there buildings in the background?,no,0,6
306506005,306506,why is the zebra sad?,no,0,5
54671002,54671,is this a hotel room?,no,0,5
497928004,497928,is the t.v. a big screen?,yes,1,6
545101013,545101,is there a trash can in the room?,no,0,8
564151001,564151,is there water in the tub?,no,0,6
493846021,493846,is the bicycle in motion?,yes,1,5
154520044,154520,is it sunny?,yes,1,3
408255002,408255,is this person posing for a  picture?,no,0,7
360216004,360216,does the girl with glasses dye her hair different colors?,yes,1,10
14278005,14278,is the pic visible?,yes,1,4
323598021,323598,is the restroom nice?,yes,1,4
365129002,365129,is it raining?,no,0,3
537053003,537053,is this the giraffes natural habitat?,yes,1,6
255966004,255966,is there an apple?,no,0,4
349489005,349489,are there butter cookies on the plate?,yes,1,7
257971001,257971,is this man wearing glasses?,no,0,5
516628004,516628,is the bed made?,no,0,4
478858010,478858,could this bike be stolen easily?,yes,1,6
201993020,201993,is this a clear reflection of the sky?,no,0,8
278462009,278462,is the man swimming?,no,0,4
12085020,12085,is this a man room?,yes,1,5
503841006,503841,is that a clock?,no,0,4
490022022,490022,is someone really into this game?,yes,1,6
107839019,107839,are there waves?,no,0,3
491921017,491921,are their hats made out of the same substance?,no,0,9
127535001,127535,are the bananas for sale?,yes,1,5
289630004,289630,does this have graffiti on it?,yes,1,6
399212015,399212,is this a luggage bag?,yes,1,5
278462003,278462,is he about to fall?,no,0,5
49473006,49473,are the flowers real?,yes,1,4
458932005,458932,is this person on the surfboard?,yes,1,6
57645032,57645,is there a flag?,no,0,4
432898005,432898,are there a lot of trees in this pictures?,no,0,9
160351027,160351,are the boys wearing ties?,no,0,5
405021002,405021,are both cars parked?,no,0,4
109888000,109888,is there a hill behind the animal?,yes,1,7
406932004,406932,is this a bull in the reflection?,no,0,7
412975008,412975,are the people near a beach?,no,0,6
127535003,127535,are these ripe?,yes,1,3
507927006,507927,are the riders wearing safety gear?,no,0,6
257971004,257971,are his friends paying attention to him play the game?,yes,1,10
24053023,24053,are tiles on the wall?,no,0,5
323598042,323598,is the toilet paper in it's proper place?,yes,1,8
507235002,507235,is pizza on the table?,no,0,5
21994006,21994,is this water clean?,yes,1,4
14278008,14278,is this in a small town?,no,0,6
380754016,380754,does this girl have her ears pierced?,no,0,7
24053027,24053,is this a contemporary style room?,no,0,6
75612001,75612,are the people standing?,yes,1,4
276706003,276706,did a rabbit take a nap in the box?,no,0,9
107839040,107839,is this in the desert?,no,0,5
521282030,521282,is this edible?,no,0,3
352080005,352080,is the room neatly organized?,no,0,5
328596019,328596,is this person an adult?,no,0,5
487351009,487351,are the colors of the kite the same colors in a rainbow?,no,0,12
351489014,351489,does the occupant of this room own the room?,yes,1,9
237777004,237777,is this a watering hole?,yes,1,5
184358001,184358,is it snow here?,yes,1,4
191138038,191138,is there a helicopter in the picture?,no,0,7
559012000,559012,is the man a police officer?,yes,1,6
391290000,391290,is this a sport?,yes,1,4
262386005,262386,is there a shelf above the toilet?,no,0,7
562084001,562084,are all the people sunbathing?,no,0,5
257971028,257971,are those two men standing?,no,0,5
194780004,194780,is there any people in the picture?,no,0,7
48273004,48273,are these navel oranges?,yes,1,4
447233009,447233,does this look delicious?,yes,1,4
90839029,90839,is there a tv above the fireplace?,no,0,7
104176000,104176,is the man's tie argyle?,no,0,5
454577000,454577,does this animal have spots?,no,0,5
260105017,260105,is this a breakfast meal?,yes,1,5
21994016,21994,does this elephant live in the wild?,yes,1,7
191138031,191138,was the picture taken in an american city?,yes,1,8
189305021,189305,is the man in his office?,yes,1,6
249277008,249277,is the bench oversized?,no,0,4
142774041,142774,is the man's identity meant to be hidden?,yes,1,8
380754010,380754,is the doughnut creme-filled?,yes,1,4
447553011,447553,is the girl flying a kite?,yes,1,6
385786000,385786,is the decor modern?,no,0,4
475466005,475466,can you fly out of here?,no,0,6
405007005,405007,are there any buses in the street?,no,0,7
128112000,128112,is this person wearing skis?,yes,1,5
271076001,271076,is this a train station?,no,0,5
195862002,195862,is the horse moving?,no,0,4
323598003,323598,is this a bathtub?,yes,1,4
77953001,77953,is there mountains in this picture?,yes,1,6
328596023,328596,is the pizza vegetarian?,no,0,4
154520005,154520,does the kite have a tail?,no,0,6
191138064,191138,is the boat floating in water?,yes,1,6
329030005,329030,is the pic taken during the day?,no,0,7
329030001,329030,do you see any red flowers?,no,0,6
551974035,551974,could this activity be dangerous?,yes,1,5
531061010,531061,has it been raining?,no,0,4
90839019,90839,is there a picture on the wall?,no,0,7
170129010,170129,is there smog?,no,0,3
323598001,323598,is this a hospital?,no,0,4
521282014,521282,are there plants in the flower pot?,yes,1,7
257767009,257767,is the mouse alive?,no,0,4
124949001,124949,is the person holding an umbrella a girl?,yes,1,8
459382001,459382,is this a dairy free meal?,no,0,6
482800005,482800,is there three guys?,yes,1,4
132415012,132415,is someone already eating this food?,yes,1,6
250758006,250758,is this in a zoo?,yes,1,5
120747020,120747,is there a cover over the window?,no,0,7
14248003,14248,is this a human child?,yes,1,5
